,movie_id,title,release_date,genre_ids,vote_avg,vote_count,Total_Rev,Domestic_Rev,Foreign_Rev,Foreign_Percent,Domestic_Percent
1727,551417,Ada,2018-10-01,,0.0,0,549628,0,549628,0.0,100.0
1729,551634,Last Letter,2018-11-09,Romance,6.0,2,11834622,180946,11653676,1.5,98.5
1730,551738,Urn,2018-10-01,Horror,0.0,0,349537494,171958438,177579056,49.2,50.8
1741,552882,Girl,2018-10-13,Drama,0.0,0,35164920,14841338,20323582,42.2,57.8
1748,554015,Seasons,2018-01-29,,0.0,0,130319,119223,11096,91.5,8.5
1749,554110,In Echo Park,2018-02-23,Crime,7.3,3,7072,7072,0,100.0,0.0
1750,554205,A Cool Fish,2018-11-16,Comedy,6.1,14,118153135,551876,117601259,0.5,99.5
1751,554305,Doe,2018-09-27,Thriller,7.0,3,19919,19919,0,100.0,0.0
1753,554667,Pop,2018-10-17,,0.0,0,349537494,171958438,177579056,49.2,50.8
1755,554683,Feet,2018-06-09,,0.0,0,15845593,1418682,14426911,9.0,91.0
1757,554697,Toto,2018-08-01,Drama,0.0,0,27083857,1144649,25939208,4.2,95.8
1758,554779,Swing Kids,2018-12-21,Drama,8.3,19,10397408,222001,10175407,2.1,97.9
1759,555453,Detour,2018-08-03,Adventure,0.0,0,16172,16172,0,100.0,0.0
1760,556693,Group,2017-12-01,Documentary,0.0,0,37058,37058,0,100.0,0.0
1761,557179,The Lost Village,2018-10-19,Documentary,0.0,0,1780,1780,0,100.0,0.0
1762,557182,TVTV: Video Revolutionaries,2018-10-19,Documentary,0.0,0,812,812,0,100.0,0.0
1763,557660,Making The Five Heartbeats,2018-08-27,Documentary,0.0,0,67415,67415,0,100.0,0.0
1764,557973,Peace,2018-10-28,Documentary,0.0,0,4400,4400,0,100.0,0.0
1765,558199,Wings,2018-10-21,Fantasy,0.0,0,123830,123830,0,100.0,0.0
1767,559199,Dol,2018-11-04,,0.0,0,130319,119223,11096,91.5,8.5
1768,559515,Made for More,2018-01-01,Documentary,0.0,0,2999134,2999134,0,100.0,0.0
1769,561089,Eve,2018-07-27,Science Fiction,0.0,0,80509622,44947622,35562000,55.8,44.2
1789,561594,Twiceland,2018-12-07,Music,6.0,1,186078,52874,133204,28.4,71.6
1790,561932,Two,2018-02-04,,1.0,1,21022724,5754556,15268168,27.4,72.6
1795,562323,Rising,2018-09-21,Drama,0.0,0,290930148,59874525,231055623,20.6,79.4
1798,564642,Vent,2018-11-16,,0.0,0,185082,185082,0,100.0,0.0
1802,566116,Deontay Wilder vs. Tyson Fury,2018-12-01,Action,0.0,0,304482,304482,0,100.0,0.0
1803,567129,Ian,2018-12-05,Family,8.8,2,903655259,216428042,687227217,24.0,76.0
1812,567604,Once Upon a Deadpool,2018-12-11,Action,6.9,314,50500309,6100309,44400000,12.1,87.9
1813,568081,Butterfly,2018-04-20,Music,0.0,0,129730,129730,0,100.0,0.0
1814,568084,BEAUTY,2018-06-29,Music,0.0,0,1368,1368,0,100.0,0.0
1816,569485,Skin,2018-08-18,Comedy,6.8,40,1278065,13331,1264734,1.0,99.0
1818,569840,From the Heart,2018-12-13,Drama,0.0,0,58597,58597,0,100.0,0.0
1819,570556,Buttons,2018-12-08,Family,6.5,2,151983,151983,0,100.0,0.0
1820,571815,Dawn,2018-01-25,Drama,6.0,1,1442013,970032,471981,67.3,32.7
1823,571977,Simón,2018-10-11,Drama,0.0,0,66316289,40826341,25489948,61.6,38.4
1824,573641,End of the World,2018-12-20,Science Fiction,3.6,16,37013733,118660,36895073,0.3,99.7
1825,577744,Fall,2018-03-01,Action,0.0,0,1308467944,417719760,890748184,31.9,68.1
1829,578219,Bread,2018-12-21,Action,10.0,1,2426907,834,2426073,0.0,100.0
1831,578400,Hunter,2018-08-29,Thriller,0.0,0,31672678,15767460,15905218,49.8,50.2
1832,580719,Weight,2018-06-19,Comedy,9.0,1,4461,4461,0,100.0,0.0
1833,583238,Paul,2018-05-18,,0.0,0,23039243,17560475,5478768,76.2,23.8
1835,586032,1,2018-05-16,,0.0,0,70186029,1175067,69010962,1.7,98.3
1935,588579,Trust,2018-01-01,,0.0,0,14905,14905,0,100.0,0.0
1936,589665,Out on Stage,2018-07-24,,0.0,0,15623,15623,0,100.0,0.0
1937,590946,I,2018-03-21,Family,10.0,1,2048359754,678815482,1369544272,33.1,66.9
2506,591528,FEAR,2018-07-19,,0.0,0,605764,605764,0,100.0,0.0
2508,601576,Rink,2018-01-01,Comedy,9.0,1,132675864,100478608,32197256,75.7,24.3
2509,603476,Angel,2018-07-21,Horror,4.0,1,5604680,109608,5495072,2.0,98.0
2512,605160,Mercy,2018-03-31,Comedy,0.0,0,306205,29538,276667,9.6,90.4
2513,606073,Brothers,2018-09-18,Music,0.0,0,13143056,3143056,10000000,23.9,76.1
2515,606820,Ace,2018-10-07,,0.0,0,340939361,188024361,152915000,55.1,44.9
2530,608213,Safe,2018-02-21,,0.0,0,7079175,1737,7077438,0.0,100.0
2531,609823,A Prayer,2018-07-17,Drama,0.0,0,958883,14453,944430,1.5,98.5
2533,615324,HERO,2018-04-16,,7.0,1,21022724,5754556,15268168,27.4,72.6
2538,617120,Test,2018-05-22,Drama,0.0,0,124573,124573,0,100.0,0.0
2539,617221,Touch Me Not,2018-08-03,Romance,0.0,0,75507,13782,61725,18.3,81.7
2543,621048,Perception,2018-05-10,Thriller,5.0,3,1259,1259,0,100.0,0.0
2544,621937,Ann,2018-06-14,,0.0,0,43070915,32732301,10338614,76.0,24.0
2551,624086,Summer,2018-01-20,,5.0,1,528583774,167510016,361073758,31.7,68.3
2556,624497,Lost,2018-11-02,Drama,0.0,0,164026,125173,38853,76.3,23.7
2558,629374,John,2018-09-08,Comedy,0.0,0,158970776,4412170,154558606,2.8,97.2
2560,629802,Time,2018-10-08,Action,0.0,0,132675864,100478608,32197256,75.7,24.3
2570,634515,AU,2018-05-11,,0.0,0,93320380,46700633,46619747,50.0,50.0
2587,635047,Fallen,2018-09-24,,0.0,0,1308467944,417719760,890748184,31.9,68.1
2588,635080,Freak,2018-07-23,,0.0,0,266490,10003,256487,3.8,96.2
2590,635198,The Sun,2018-01-01,Documentary,0.0,0,168771,19712,149059,11.7,88.3
2591,635212,Rain,2018-08-24,Animation,0.0,0,1544973,1541218,3755,99.8,0.2
2593,636034,Swimming,2018-04-14,,0.0,0,1377748,24708,1353040,1.8,98.2
2594,636248,Walk,2018-01-28,,0.0,0,605764,605764,0,100.0,0.0
2596,639533,Reformed,2018-10-14,Horror,0.0,0,3862498,3448256,414242,89.3,10.7
2597,640273,Madama Butterfly,2018-01-01,,0.0,0,129730,129730,0,100.0,0.0
2598,641110,ACES,2018-02-13,Drama,0.0,0,2191516,72324,2119192,3.3,96.7
